COD_ESTADO,ADM1_PCODE,estado_txt_es,COD_MUNIC,ADM2_PCODE,municipio_txt_es,COD_PARROQ,ADM3_PCODE,parroquias_txt_es,ADM0_ES,ADM0_EN
18,VE18,Portuguesa,3,VE1803,Esteller,2,VE180302,Uveral,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,4,VE1804,Guanare,1,VE180401,Capital Guanare,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,4,VE1804,Guanare,2,VE180402,Cordoba,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,4,VE1804,Guanare,3,VE180403,San Jose De La MontaÃ±a,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,4,VE1804,Guanare,4,VE180404,San Juan De Guanaguanare,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,4,VE1804,Guanare,5,VE180405,Virgen De La Coromoto,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,5,VE1805,Guanarito,1,VE180501,Capital Guanarito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,5,VE1805,Guanarito,2,VE180502,Trinidad De La Capilla,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,5,VE1805,Guanarito,3,VE180503,Divina Pastora,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,6,VE1806,MonseÃ±or Jose Vice,1,VE180601,Capital MonseÃ±or Jose Vice,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,6,VE1806,MonseÃ±or Jose Vice,2,VE180602,PeÃ±a Blanca,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,7,VE1807,Ospino,1,VE180701,Municipio Capital Ospino,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,7,VE1807,Ospino,2,VE180702,Aparicion,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,7,VE1807,Ospino,3,VE180703,La Estacion,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,8,VE1808,Paez,1,VE180801,Capital Paez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,8,VE1808,Paez,2,VE180802,Payara,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,8,VE1808,Paez,3,VE180803,Pimpinela,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,8,VE1808,Paez,4,VE180804,Ramon Peraza,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,9,VE1809,Papelon,1,VE180901,Capital Papelon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,9,VE1809,Papelon,2,VE180902,CaÃ±o Delgadito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,10,VE1810,San Genaro De Boco,1,VE181001,Capital San Genaro De Boco,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,10,VE1810,San Genaro De Boco,2,VE181002,Antolin Tovar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,11,VE1811,San Rafael De Onot,1,VE181101,Capital San Rafael De Onot,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,11,VE1811,San Rafael De Onot,2,VE181102,Santa Fe,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,11,VE1811,San Rafael De Onot,3,VE181103,Thermo Morles,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,12,VE1812,Santa Rosalia,1,VE181201,Capital Santa Rosalia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,12,VE1812,Santa Rosalia,2,VE181202,Florida,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,13,VE1813,Sucre,1,VE181301,Capital Sucre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,13,VE1813,Sucre,2,VE181302,Concepcion,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,13,VE1813,Sucre,3,VE181303,San Rafael De Palo Alzao,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,13,VE1813,Sucre,4,VE181304,Uvencio Antonio Velasquez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,13,VE1813,Sucre,5,VE181305,San Jose De Saguaz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,13,VE1813,Sucre,6,VE181306,Villa Rosa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,14,VE1814,Turen,1,VE181401,Capital Turen,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,14,VE1814,Turen,2,VE181402,Canelones,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,14,VE1814,Turen,3,VE181403,Santa Cruz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
18,VE18,Portuguesa,14,VE1814,Turen,4,VE181404,San Isidro Labrador,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,1,VE1901,Andres Eloy Blanco,1,VE190101,MariÃ±o,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,1,VE1901,Andres Eloy Blanco,2,VE190102,Romulo Gallegos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,2,VE1902,Andres Mata,1,VE190201,San Jose De Aerocuar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,2,VE1902,Andres Mata,2,VE190202,Tavera Acosta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,3,VE1903,Arismendi,1,VE190301,Rio Caribe,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,3,VE1903,Arismendi,2,VE190302,Antonio Jose De Sucre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,3,VE1903,Arismendi,3,VE190303,El Morro De Puerto Santo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,3,VE1903,Arismendi,4,VE190304,Puerto Santo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,3,VE1903,Arismendi,5,VE190305,San Juan De Las Galdonas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,4,VE1904,Benitez,1,VE190401,El Pilar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,4,VE1904,Benitez,3,VE190403,General Francisco Antonio,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,4,VE1904,Benitez,2,VE190402,El Rincon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,4,VE1904,Benitez,4,VE190404,Guaraunos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,4,VE1904,Benitez,5,VE190405,Tunapuicito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,4,VE1904,Benitez,6,VE190406,Union,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,5,VE1905,Bermudez,1,VE190501,Bolivar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,5,VE1905,Bermudez,2,VE190502,Macarapana,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,5,VE1905,Bermudez,3,VE190503,Santa Catalina,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,5,VE1905,Bermudez,4,VE190504,Santa Rosa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,5,VE1905,Bermudez,5,VE190505,Santa Teresa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,6,VE1906,Bolivar,1,VE190601,Capital Bolivar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,7,VE1907,Cajigal,1,VE190701,Yaguaraparo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,7,VE1907,Cajigal,2,VE190702,El Paujil,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,7,VE1907,Cajigal,3,VE190703,Libertad,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,8,VE1908,Cruz Salmeron Acos,1,VE190801,Araya,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,8,VE1908,Cruz Salmeron Acos,2,VE190802,Chacopata,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,8,VE1908,Cruz Salmeron Acos,3,VE190803,Manicuare,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,9,VE1909,Libertador,1,VE190901,Tunapuy,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,9,VE1909,Libertador,2,VE190902,Campo Elias,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,10,VE1910,MariÃ±o,1,VE191001,Irapa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,10,VE1910,MariÃ±o,2,VE191002,Campo Claro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,10,VE1910,MariÃ±o,3,VE191003,Marabal,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,10,VE1910,MariÃ±o,4,VE191004,San Antonio De Irapa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,10,VE1910,MariÃ±o,5,VE191005,Soro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,11,VE1911,Mejia,1,VE191101,Capital Mejia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,12,VE1912,Montes,1,VE191201,Cumanacoa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,12,VE1912,Montes,2,VE191202,Arenas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,12,VE1912,Montes,3,VE191203,Aricagua,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,12,VE1912,Montes,4,VE191204,Cocollar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,12,VE1912,Montes,5,VE191205,San Fernando,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,12,VE1912,Montes,6,VE191206,San Lorenzo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,13,VE1913,Ribero,1,VE191301,Villa Frontado (Muelle De,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,13,VE1913,Ribero,2,VE191302,Catuaro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,13,VE1913,Ribero,3,VE191303,Rendon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,13,VE1913,Ribero,4,VE191304,Santa Cruz,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,13,VE1913,Ribero,5,VE191305,Santa Maria,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,14,VE1914,Sucre,1,VE191401,Altagracia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,14,VE1914,Sucre,2,VE191402,Ayacucho,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,14,VE1914,Sucre,3,VE191403,Santa Ines,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,14,VE1914,Sucre,4,VE191404,Valentin Valiente,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,14,VE1914,Sucre,5,VE191405,San Juan,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,14,VE1914,Sucre,6,VE191406,Raul Leoni,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,14,VE1914,Sucre,7,VE191407,Santa Fe,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,15,VE1915,Valdez,1,VE191501,GÃµiria,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,15,VE1915,Valdez,2,VE191502,Bideau,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,15,VE1915,Valdez,3,VE191503,Cristobal Colon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
19,VE19,Sucre,15,VE1915,Valdez,4,VE191504,Punta De Piedras,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,1,VE2001,Andres Bello,1,VE200101,Capital Andres Bello,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,2,VE2002,Antonio Romulo Cos,1,VE200201,Capital Antonio Romulo Cos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,3,VE2003,Ayacucho,1,VE200301,Ayacucho,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,3,VE2003,Ayacucho,2,VE200302,Rivas Berti,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,3,VE2003,Ayacucho,3,VE200303,San Pedro Del Rio,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,4,VE2004,Bolivar,1,VE200401,Bolivar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,4,VE2004,Bolivar,2,VE200402,Palotal,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,4,VE2004,Bolivar,3,VE200403,Juan Vicente Gomez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,4,VE2004,Bolivar,4,VE200404,Isaias Medina Angarita,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,5,VE2005,Cardenas,1,VE200501,Cardenas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,5,VE2005,Cardenas,2,VE200502,Amenodoro Rangel Lamus,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,5,VE2005,Cardenas,3,VE200503,La Florida,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,6,VE2006,Cordoba,1,VE200601,Capital Cordoba,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,7,VE2007,Fernandez Feo,1,VE200701,Fernandez Feo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,7,VE2007,Fernandez Feo,2,VE200702,Alberto Adriani,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,7,VE2007,Fernandez Feo,3,VE200703,Santo Domingo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,8,VE2008,Francisco De Miran,1,VE200801,Capital Francisco De Miran,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,9,VE2009,Garcia De Hevia,1,VE200901,Capital Garcia De Hevia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,9,VE2009,Garcia De Hevia,2,VE200902,Boca De Grita,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,9,VE2009,Garcia De Hevia,3,VE200903,Jose Antonio Paez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,10,VE2010,Guasimos,1,VE201001,Capital Guasimos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,11,VE2011,Independencia,1,VE201101,Independencia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,11,VE2011,Independencia,2,VE201102,Juan German Roscio,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,11,VE2011,Independencia,3,VE201103,Roman Cardenas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,12,VE2012,Jauregui,1,VE201201,Jauregui,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,12,VE2012,Jauregui,2,VE201202,Emilio Constantino Guerrer,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,12,VE2012,Jauregui,3,VE201203,MonseÃ±or Miguel Antonio Sa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,13,VE2013,Jose Maria Vargas,0,VE201300,Capital  Jose Maria Vargas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,14,VE2014,Junin,1,VE201401,Junin,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,14,VE2014,Junin,2,VE201402,La Petrolea,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,14,VE2014,Junin,3,VE201403,Quinimari,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,14,VE2014,Junin,4,VE201404,Bramon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,15,VE2015,Libertad,1,VE201501,Capital Libertad,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,15,VE2015,Libertad,2,VE201502,Cipriano Castro,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,15,VE2015,Libertad,3,VE201503,Manuel Felipe Rugeles,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,16,VE2016,Libertador,1,VE201601,Libertador,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,16,VE2016,Libertador,2,VE201602,Emeterio Ochoa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,16,VE2016,Libertador,3,VE201603,Doradas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,16,VE2016,Libertador,4,VE201604,San Joaquin De Navay,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,17,VE2017,Lobatera,1,VE201701,Lobatera,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,17,VE2017,Lobatera,2,VE201702,Constitucion,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,18,VE2018,Michelena,0,VE201800,Capital Michelena,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,19,VE2019,Panamericano,1,VE201901,Panamericano,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,19,VE2019,Panamericano,2,VE201902,La Palmita,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,20,VE2020,Pedro Maria UreÃ±a,1,VE202001,Pedro Maria UreÃ±a,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,20,VE2020,Pedro Maria UreÃ±a,2,VE202002,Nueva Arcadia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,21,VE2021,Rafael Urdaneta,0,VE202100,Capital  Rafael Urdaneta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,22,VE2022,Samuel Dario Maldo,1,VE202201,Samuel Dario Maldonado,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,22,VE2022,Samuel Dario Maldo,2,VE202202,Bocono,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,22,VE2022,Samuel Dario Maldo,3,VE202203,Hernandez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,23,VE2023,San Cristobal,1,VE202301,La Concordia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,23,VE2023,San Cristobal,2,VE202302,Pedro Maria Morantes,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,23,VE2023,San Cristobal,3,VE202303,San Juan Bautista,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,23,VE2023,San Cristobal,4,VE202304,San Sebastian,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,23,VE2023,San Cristobal,5,VE202305,Dr. Francisco Romero Lobo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,24,VE2024,Seboruco,1,VE202401,Capital Seboruco,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,25,VE2025,Simon Rodriguez,1,VE202501,Capital Simon Rodriguez,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,26,VE2026,Sucre,1,VE202601,Sucre,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,26,VE2026,Sucre,2,VE202602,Eleazar Lopez Contreras,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,26,VE2026,Sucre,3,VE202603,San Pablo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,27,VE2027,Torbes,1,VE202701,Capital Torbes,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,28,VE2028,Uribante,1,VE202801,Capital  Uribante,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,28,VE2028,Uribante,2,VE202802,Cardenas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,28,VE2028,Uribante,3,VE202803,Juan Pablo PeÃ±aloza,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,28,VE2028,Uribante,4,VE202804,Potosi,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
20,VE20,Tachira,29,VE2029,San Judas Tadeo,1,VE202901,Capital San Judas Tadeo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,1,VE2101,Andres Bello,1,VE210101,Capital Santa Isabel,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,1,VE2101,Andres Bello,2,VE210102,Araguaney,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,1,VE2101,Andres Bello,3,VE210103,El JagÃµito,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,1,VE2101,Andres Bello,4,VE210104,La Esperanza,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,1,VE210201,Bocono,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,2,VE210202,El Carmen,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,3,VE210203,Mosquey,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,4,VE210204,Ayacucho,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,5,VE210205,Burbusay,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,6,VE210206,General Rivas,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,7,VE210207,Guaramacal,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,8,VE210208,Vega De Guaramacal,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,9,VE210209,MonseÃ±or Jauregui,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,10,VE210210,Rafael Rangel,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,11,VE210211,San Miguel,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,2,VE2102,Bocono,12,VE210212,San Jose,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,3,VE2103,Bolivar,1,VE210301,Sabana Grande,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,3,VE2103,Bolivar,2,VE210302,CheregÃµe,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,3,VE2103,Bolivar,3,VE210303,Granados,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,4,VE2104,Candelaria,1,VE210401,Chejende,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,4,VE2104,Candelaria,2,VE210402,Arnoldo Gabaldon,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,4,VE2104,Candelaria,3,VE210403,Bolivia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,4,VE2104,Candelaria,4,VE210404,Carrillo,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,4,VE2104,Candelaria,5,VE210405,Cegarra,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,4,VE2104,Candelaria,6,VE210406,Manuel Salvador Ulloa,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
21,VE21,Trujillo,4,VE2104,Candelaria,7,VE210407,San Jose,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
