COD_ESTADO,ADM1_PCODE,estado_txt_es,COD_MUNIC,ADM2_PCODE,municipio_txt_es,COD_PARROQ,ADM3_PCODE,parroquias_txt_es,ADM0_ES,ADM0_EN
23,VE23,Zulia,20,VE2320,Sucre,3,VE232003,Gibraltar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,20,VE2320,Sucre,4,VE232004,Heras,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,20,VE2320,Sucre,5,VE232005,MonseÃ±or Arturo Celestino,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,20,VE2320,Sucre,6,VE232006,Romulo Gallegos,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,17,VE2317,San Francisco,3,VE231703,Domitila Flores,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,21,VE2321,Valmore Rodriguez,1,VE232101,La Victoria,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,21,VE2321,Valmore Rodriguez,2,VE232102,Rafael Urdaneta,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
23,VE23,Zulia,21,VE2321,Valmore Rodriguez,3,VE232103,Raul Cuenca,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,1,VE240201,Caraballeda,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,2,VE240202,Carayaca,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,3,VE240203,Caruao,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,4,VE240204,Catia La Mar,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,5,VE240205,El Junko,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,6,VE240206,La Guaira,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,7,VE240207,Macuto,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,8,VE240208,Maiquetia,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,9,VE240209,Naiguata,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,10,VE240210,Raul Leoni,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
24,VE24,Vargas,2,VE2402,Vargas,11,VE240211,Carlos Soublette,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
8,VE08,Carabobo,11,VE0811,Puerto Cabello,1,VE081101,Bartolome Salom,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
8,VE08,Carabobo,11,VE0811,Puerto Cabello,6,VE081106,Union,Venezuela (República Bolivariana de),Venezuelan (Bolivarian Republic of)
